781,0,199936,0,0
781,1,199936,256,0
781,0,199936,0,0
782,0,200192,0,0
781,0,199936,0,0
781,0,199936,0,0
781,0,199936,0,0
782,0,200192,0,0
781,0,199936,0,0
781,0,199936,0,0
781,1,199936,256,0
782,0,200192,0,0
781,0,199936,0,0
781,0,199936,0,0
781,0,199936,0,0
782,0,200192,0,0
781,0,199936,0,0
781,0,199936,0,0
781,0,199936,0,0
782,0,200192,0,0
781,0,199936,0,0
781,0,199936,0,0
781,0,199936,0,0
782,0,200192,0,0
781,0,199936,0,0
781,0,199936,0,0
781,0,199936,0,0
782,0,200192,0,0
781,1,199936,256,0
781,0,199936,0,0
781,0,199936,0,0
782,1,200192,256,0
781,0,199936,0,0
781,4,199936,1024,0
781,0,199936,0,0
782,0,200192,0,0
781,1,199936,256,0
781,0,199936,0,0
781,0,199936,0,0
782,0,200192,0,0
781,0,199936,0,0
781,0,199936,0,0
781,0,199936,0,0
782,0,200192,0,0
781,0,199936,0,0
781,0,199936,0,0
781,1,199936,256,0
782,0,200192,0,0
781,0,199936,0,0
781,0,199936,0,0
781,1,199936,256,0
782,0,200192,0,0
781,0,199936,0,0
781,0,199936,0,0
781,0,199936,0,0
782,1,200192,256,0
781,0,199936,0,0
781,1,199936,256,0
781,3,199936,768,0
782,0,200192,0,0
781,1,199936,256,0
781,0,199936,0,0
781,0,199936,0,0
782,0,200192,0,0
781,0,199936,0,0
781,67,199936,17152,91
781,25,199936,6400,531
782,75,200192,19200,215
781,114,199936,29184,408
781,115,199936,29440,447
781,2,199936,512,2443
782,74,200192,18944,189
781,49,199936,12544,395
781,14,199936,3584,0
781,89,199936,22784,191
782,35,200192,8960,416
781,22,199936,5632,0
781,111,199936,28416,286
781,0,199936,0,0
782,70,200192,17920,164
781,57,199936,14592,356
781,18,199936,4608,121
781,115,199936,29440,268
782,114,200192,29184,504
781,116,199936,29696,481
781,114,199936,29184,432
781,115,199936,29440,492
782,116,200192,29696,464
781,115,199936,29440,471
781,114,199936,29184,488
781,7,199936,1792,840
782,72,200192,18432,186
781,115,199936,29440,413
781,115,199936,29440,473
781,115,199936,29440,388
782,114,200192,29184,461
781,115,199936,29440,409
781,114,199936,29184,427
781,115,199936,29440,458
782,1,200192,256,2864
781,91,199936,23296,215
781,28,199936,7168,434
781,60,199936,15360,186
782,58,200192,14848,356
781,49,199936,12544,195
781,75,199936,19200,356
781,32,199936,8192,215
782,115,200192,29440,319
781,114,199936,29184,434
781,23,199936,5888,673
781,64,199936,16384,191
782,54,200192,13824,382
781,16,199936,4096,50
781,109,199936,27904,281
781,0,199936,0,0
782,40,200192,10240,54
781,100,199936,25600,292
781,0,199936,0,0
781,51,199936,13056,104
782,88,200192,22528,296
781,3,199936,768,0
781,65,199936,16640,133
781,69,199936,17664,331
782,8,200192,2048,0
781,54,199936,13824,116
781,85,199936,21760,296
781,2,199936,512,0
782,52,200192,13312,113
781,88,199936,22528,300
781,0,199936,0,0
781,30,199936,7680,0
782,84,200192,21504,175
781,43,199936,11008,390
781,10,199936,2560,0
781,33,199936,8448,0
782,114,200192,29184,259
781,0,199936,0,0
781,26,199936,6656,0
781,31,199936,7936,122
782,95,200192,24320,308
781,0,199936,0,0
781,32,199936,8192,0
781,98,199936,25088,213
782,22,200192,5632,486
